id,name
1003,"Paul Fischer"
1004,"Klaus-Uwe Höffgen"
1005,"Julien Cassaigne"
1006,"César Sánchez"
1007,"Andrea Walther"
1008,"Kari-Jouko Räihä"
1009,"Mikko Saarinen"
1010,"Edward Cheng"
1011,"Dieter Gawlick"
1012,"Elizabeth J. O'Neil"
1013,"Jayme Luiz Szwarcfiter"
1014,"Fabienne Lagnier"
1015,"Christophe Ratel"
1016,"Davide Bresolin"
1017,"Angelo Montanari"
1018,"Gabriele Puppis"
1019,"Carlo Meghini"
1020,"Costantino Thanos"
1021,"Gilberto Filé"
1022,"Dana S. Richards"
1023,"Jeffrey S. Salowe"
1024,"Richard R. Muntz"
1025,"Astrid R. Rühl"
1026,"Daniel M. Yellin"
1027,"Leopold Flatto"
1028,"Alexander Y. Kreinin"
1029,"Stal O. Anderaa"
1030,"Egon Börger"
1031,"Han-Hing Dang"
1032,"Peter Rajcáni"
1033,"Jan Kratochvíl"
1034,"Emo Welzl"
1035,"Peter Höfner"
1036,"Wojciech Szpankowski"
1037,"Donald L. Iglehart"
1038,"Gerald S. Shedler"
1039,"Henry S. Warren Jr."
1040,"Mario Coppo"
1041,"Chris Giannella"
1042,"Dirk Van Gucht"
1043,"Paolo Atzeni"
1044,"Cristian Ioan Vasile"
1045,"Ana Brândusa Pavel"
1046,"Ioan Dumitrache"
1047,"Robert Gold"
1048,"Alexander Moshe Rabinovich"
1049,"Asaf Levin"
1050,"Norihisa Suzuki"
1051,"Lawrence A. Harris"
1052,"Wim Janssen"
1053,"Alexandr Korlyukov"
1054,"Rolf Schassberger"
1055,"Hans Albrecht Schmid"
1056,"Ute Schürfeld"
1057,"Yuan Feng"
1058,"Gérard P. Huet"
1059,"Bernard Lang"
1060,"Svante Carlsson"
1061,"Jingsen Chen"
1062,"Jeongbong Seo"
1063,"Sungwoo Park"
1064,"Claus H. Correl"
1065,"William R. Franta"
1066,"Mark Benedict Bilodeau"
1067,"Pál Dömösi"
1068,"György Maróti"
1069,"Robert D. Tennent"
1070,"Marisela Hernández"
1071,"Susanne Graf"
1072,"Joaquin Aguado"
1073,"Michael Mendler"
1074,"Reinhard von Hanxleden"
1075,"Insa Fuhrmann"
1076,"Marina C. Chen"
1077,"Martin Rem"
1078,"Fernando Rosa-Velardo"
1079,"Yifeng Chen"
1080,"Jeff W. Sanders"
1081,"Pavel Pudlák"
1082,"Vojtech Rödl"
1083,"Petr Savický"
1084,"Johannes G. G. van de Vorst"
1085,"Volker Diekert"
1086,"Anca Muscholl"
1087,"Antonio Bernini"
1088,"Ahmad Sabri"
1089,"Rudolph Sommerhalder"
1090,"S. Christian van Westrhenen"
1091,"Jos C. M. Baeten"
1092,"Frits W. Vaandrager"
1093,"Jay Sethuraman"
1094,"Vadim G. Timkovsky"
1095,"Paulien ten Pas"
1096,"M. R. K. Krishna Rao"
1097,"Donald W. Gillies"
1098,"Pierre-Jacques Courtois"
1099,"Hendrik Vantilborgh"
1100,"Philippe Chanzy"
1101,"Carlos Zamora-Cura"
1102,"Walter Cunto"
1103,"J. Xu"
1104,"Claus Jensen"
1105,"Jyrki Katajainen"
1106,"Larissa Meinicke"
1107,"Ian J. Hayes"
1108,"Wei-Ngan Chin"
1109,"Masami Hagiya"
1110,"Marco A. Casanova"
1111,"Philip A. Bernstein"
1112,"James H. Anderson"
1113,"Mohamed G. Gouda"
1114,"Ole Lehrmann Madsen"
1115,"Bent Bruun Kristensen"
1116,"José M. Bernabéu-Aubán"
1117,"Mustaque Ahamad"
1118,"Mostafa H. Ammar"
1119,"Alon Itai"
1120,"Arnd Rußmann"
1121,"Bartek Kiepuszewski"
1122,"Arthur H. M. ter Hofstede"
1123,"Wil M. P. van der Aalst"
1124,"Li Layuan"
1125,"Li Chunlin"
1126,"Mickael Randour"
1127,"Jean-François Raskin"
1128,"Brigitte Plateau"
1129,"Ke Wang"
1130,"Weining Zhang"
1131,"Siu-Cheung Chau"
1132,"Cezar Câmpeanu"
1133,"Manfred P. Stadel"
1134,"Klaus W. Wagner"
1135,"Tatsuie Tsukiji"
1136,"Søren Lauesen"
1137,"Warren Burton"
1138,"S. A. Bengelloun"
1139,"Dana S. Scott"
1140,"Richard S. Bird"
1141,"Arend Rensink"
1142,"Heike Wehrheim"
1143,"Klaus Voss"
1144,"Annegret Habel"
1145,"Hans-Jörg Kreowski"
1146,"Alejandro Sánchez"
1147,"Michael Bechtold"
1148,"Otto Spaniol"
1149,"C. C. Gotlieb"
1150,"Bo-Ting Yang"
1151,"Paul Gillard"
1152,"Jean Néraud"
1153,"Martin S. Feather"
1154,"Hartmann J. Genrich"
1155,"Kurt Lautenbach"
1156,"Nicoletta De Francesco"
1157,"Jim Cunningham"
1158,"A. J. J. Dick"
1159,"R. Zuczek"
1160,"Joseph G. Peters"
1161,"Larry Rudolph"
1162,"Deepak Kapur"
1163,"Paliath Narendran"
1164,"Daniel J. Rosenkrantz"
1165,"Hantao Zhang"
1166,"Pierre Deransart"
1167,"Martin Jourdan"
1168,"Bernard Lorho"
1169,"Inge Bethke"
1170,"Alban Ponse"
1171,"Graham Farr"
1172,"Georg Trogemann"
1173,"Matthias Gente"
1174,"Michael Drmota"
1175,"Richard J. Waldinger"
1176,"Görkem Kilinç"
1177,"Gordon V. Cormack"
1178,"John Ophel"
1179,"Klaus-Dieter Schewe"
1180,"Bernhard Thalheim"
1181,"Tamar Aizikowitz"
1182,"Michael Kaminski"
1183,"Celia Wrathall"
1184,"Christine Chifen Tseng"
1185,"Helmut Alt"
1186,"Fernando Arroyo"
1187,"Juan Castellanos"
1188,"José-Ramón Sánchez-Couso"
1189,"Mordechai Ben-Ari"
1190,"Corrado Priami"
1191,"Lone Leth"
1192,"Bent Thomsen"
1193,"Paola Inverardi"
1194,"Christian Dax"
1195,"Felix Klaedtke"
1196,"Martin Lange"
1197,"Kamal Lodaya"
1198,"R. K. Shyamasundar"
1199,"Alberto Pettorossi"
1200,"Rod M. Burstall"
1201,"C. C. Lee"
1202,"Joseph JáJá"
1203,"Janos Simon"
1204,"Masato Takeichi"
1205,"Hartmut Messerschmidt"
1206,"Robert Geist"
1207,"Mark Smotherman"
1208,"Joanne Bechta Dugan"
1209,"Roni Khardon"
1210,"Dan Roth"
1211,"Thomas P. Whaley"
1212,"Leonard M. Adleman"
1213,"Kellogg S. Booth"
1214,"Franco P. Preparata"
1215,"Walter L. Ruzzo"
1216,"Hans Daduna"
1217,"C. A. R. Hoare"
1218,"Miguel R. Penabad"
1219,"Nieves R. Brisaboa"
1220,"José R. Paramá"
1221,"Oliver Schoett"
1222,"Youichi Kobuchi"
1223,"Takashi Saito"
1224,"Hidenobu Nunome"
1225,"Bernard Chazelle"
1226,"Helmut Jürgensen"
1227,"Ludwig Staiger"
1228,"Derek Coleman"
1229,"Jane W. Hughes"
1230,"Kenneth J. Supowit"
1231,"Edward M. Reingold"
1232,"Sumit Sur"
1233,"Arunabha Sen"
1234,"Géraud Sénizergues"
1235,"Olivier Lecarme"
1236,"Pierre Desjardins"
1237,"Joaquim Gabarró"
1238,"Luca Aceto"
1239,"David Murphy"
1240,"Aldo de Luca"
1241,"David J. Kuck"
1242,"Yoichi Muraoka"
1243,"Torsten Polle"
1244,"David Spuler"
1245,"Reiji Nakajima"
1246,"Michio Honda"
1247,"Hayao Nakahara"
1248,"Chunhua Cao"
1249,"Shuang Yang"
1250,"Di Yang"
1251,"Carl E. Landwehr"
1252,"Norishige Chiba"
1253,"Kazunori Onoguchi"
1254,"Takao Nishizeki"
1255,"Peter Habermehl"
1256,"Radu Iosif"
1257,"Tomás Vojnar"
1258,"Hans Kleine Büning"
1259,"Lutz Priese"
1260,"Simant Dube"
1261,"Jeffrey H. Kingston"
1262,"John V. Guttag"
1263,"James J. Horning"
1264,"Moshe Y. Vardi"
1265,"Peter Kirschenhofer"
1266,"Helmut Prodinger"
1267,"Edward Y. C. Cheng"
1268,"Dorit S. Hochbaum"
1269,"Jean-Jacques Pansiot"
1270,"Bin Zhang 0004"
1271,"Meichun Hsu"
1272,"John Aycock"
1273,"R. Nigel Horspool"
1274,"Stefan Sokolowski"
1275,"Bogdan Rembowski"
1276,"Howard Barringer"
1277,"J. H. Cheng"
1278,"Cliff B. Jones"
1279,"Ángeles S. Places"
1280,"José Félix Costa"
1281,"Cristina Sernadas"
1282,"Shou-Hsuan Stephen Huang"
1283,"T. Anderson"
1284,"Harald Søndergaard"
1285,"Peter Sestoft"
1286,"Robert Brijder"
1287,"Eric Sanlaville"
1288,"Günter Schmidt"
1289,"Philippe Flajolet"
1290,"Peter Roth"
1291,"Iiro S. Honkala"
1292,"Antoine Lobstein"
1293,"Nir Tzachar"
1294,"Ana Cavalcanti"
1295,"Marie-Claude Gaudel"
1296,"George Markowsky"
1297,"Leonard Berman"
1298,"John L. Bruno"
1299,"Nabil A. Khabbaz"
1300,"Constantin Enea"
1301,"Kenichi Taniguchi"
1302,"Rodney R. Howell"
1303,"Louis E. Rosier"
1304,"Tomi Pasanen"
1305,"Thomas Buchholz"
1306,"J. Cantor"
1307,"Anthony Ephremides"
1308,"D. Horton"
1309,"José Enrique Armendáriz-Iñigo"
1310,"José Ramón González de Mendívil"
1311,"José Ramón Garitagoitia"
1312,"Francesc D. Muñoz-Escoí"
1313,"Marisa Navarro"
1314,"Fernando Orejas"
1315,"Jean-Luc Remy"
1316,"Sheila A. Greibach"
1317,"Robert Stephens"
1318,"Narao Nakatsu"
1319,"Yahiko Kambayashi"
1320,"Shuzo Yajima"
1321,"Qiwen Xu"
1322,"Michael Karr"
1323,"Lane A. Hemaspaandra"
1324,"Jörg Rothe"
1325,"Gerd Wechsung"
1326,"Donal T. MacVeigh"
1327,"Christian Ferdinand"
1328,"Giorgio Levi"
1329,"Catuscia Palamidessi"
1330,"Dung T. Huynh"
1331,"Christos Levcopoulos"
1332,"Johannes Köbler"
1333,"Uwe Schöning"
1334,"Allan G. Bromley"
1335,"Jørgen Steensgaard-Madsen"
1336,"Chi-Chung Hui"
1337,"Samuel T. Chanson"
1338,"Trevor I. Fenner"
1339,"Rocco De Nicola"
1340,"Ellis Horowitz"
1341,"Guido Proietti"
1342,"Patricio V. Poblete"
1343,"Anna Slobodová"
1344,"Stefan Andrei"
1345,"Salvador Valerio Cavadini"
1346,"Anders P. Ravn"
1347,"Igal Adiri"
1348,"Esther Frostig"
1349,"A. H. G. Rinnooy Kan"
1350,"William C. K. Yen"
1351,"C. Y. Tang"
1352,"Karl Winklmann"
1353,"C. J. M. Turnbull"
1354,"E. S. Lee"
1355,"Ulrich Faigle"
1356,"Walter Kern"
1357,"Luc Bougé"
1358,"Errol L. Lloyd"
1359,"Michael C. Loui"
1360,"Andrew Chi-Chih Yao"
1361,"Michel Parent"
1362,"Michael O. Rabin"
1363,"Wan Fokkink"
1364,"Anna Ingólfsdóttir"
1365,"Jose Luis Gascon"
1366,"John R. Rice"
1367,"Kalpana Mahalingam"
1368,"Tobias Nipkow"
1369,"Angelo Borsotti"
1370,"Gary J. Nutt"
1371,"Edward L. Robertson"
1372,"Witold Litwin"
1373,"William E. Howden"
1374,"Edmund M. Clarke"
1375,"Michael J. Butler"
1376,"Walter Guttmann"
1377,"A. J. M. van Gasteren"
1378,"Costas S. Iliopoulos"
1379,"Hubert Garavel"
1380,"Frédéric Lang"
1381,"Radu Mateescu"
1382,"Eberhard Bertsch"
1383,"Shmuel Katz"
1384,"Brian Allen"
1385,"Nicolas Markey"
1386,"Rodney Farrow"
1387,"Suad Alagic"
1388,"Rémy Belmonte"
1389,"Pim van 't Hof"
1390,"Roberto Baldoni"
1391,"Jean-Michel Hélary"
1392,"Michel Raynal"
1393,"F. Heymans"
1394,"David Lorge Parnas"
1395,"Rafael Wisniewski"
1396,"Martin Raussen"
1397,"Christoph Wedler"
1398,"Myung-Joon Lee"
1399,"Kwang-Moo Choe"
1400,"A. Bijlsma"
1401,"P. A. Matthews"
1402,"J. G. Wiltink"
1403,"Uzi Vishkin"
1404,"Christophe Morvan"
1405,"Chloe Rispal"
1406,"Shin-ichi Morimoto"
1407,"Peter Thanisch"
1408,"Donald W. Loveland"
1409,"E. Lippe"
1410,"Theo P. van der Weide"
1411,"Nicholas Q. Trân"
1412,"Anna Hac"
1413,"Yuzheng Ding"
1414,"Mark Allen Weiss"
1415,"Jürgen Sattler"
1416,"Shmuel Zaks"
1417,"André Arnold"
1418,"Mitchell Wand"
1419,"Boris D. Lubachevsky"
1420,"Neil D. Jones"
1421,"Huimin Lin"
1422,"Wang Yi 0001"
1423,"Falko Bause"
1424,"David M. Choy"
1425,"Ludmila Cherkasova"
1426,"Alberto Trombetta"
1427,"Manfred Kudlek"
1428,"Radu Stefan Niculescu"
1429,"Wolfgang Menzel"
1430,"Pierre Lescanne"
1431,"Matthieu Perrinel"
1432,"Witold Lipski Jr."
1433,"David Finkel"
1434,"Karl-Rudolf Moll"
1435,"Ursula Schmidt"
1436,"Md. Sumon Shahriar"
1437,"Günter Hotz"
1438,"Marco Schneider"
1439,"Dominique Laurent"
1440,"Viet Phan Luong"
1441,"Nicolas Spyratos"
1442,"Dong-wan Tcha"
1443,"Bum-il Lee"
1444,"Toung-duck Lee"
1445,"Sándor Vágvölgyi"
1446,"Edward M. McCreight"
1447,"Giorgios Economopoulos"
1448,"Argimiro Arratia Quesada"
1449,"Paavo Turakainen"
1450,"Yael Maon"
1451,"Hristo Djidjev"
1452,"Shankar M. Venkatesan"
1453,"Glen E. Newton"
1454,"Paul Gastin"
1455,"Manfred Kunde"
1456,"Franck Pommereau"
1457,"Jayashree Ramanathan"
1458,"Ken Kennedy"
1459,"Joseph Y.-T. Leung"
1460,"D. W. Ting"
1461,"Richard J. Lipton"
1462,"Cinzia Bernardeschi"
1463,"Gregor Engels"
1464,"Udo Pletat"
1465,"Manfred K. Warmuth"
1466,"Reuven Bar-Yehuda"
1467,"Sergio Fogel"
1468,"Rüdiger Valk"
1469,"M. A. El-Affendi"
1470,"Rolf Hennicker"
1471,"Hanne Riis Nielson"
1472,"Miquel Bertran"
1473,"Francesc-Xavier Babot"
1474,"August Climent"
1475,"Werner Heise"
1476,"Joan Boyar"
1477,"Lene M. Favrholdt"
1478,"Morten N. Nielsen"
1479,"Rakesh Agrawal"
1480,"Keith D. Detro"
1481,"Marco Pistore"
1482,"Jan van den Bos"
1483,"Chris Laffra"
1484,"Jay M. Spitzen"
1485,"Ben Wegbreit"
1486,"Vincenzo Grassi"
1487,"Samuel N. Kamin"
1488,"Marco Bernardo"
1489,"Michele Loreti"
1490,"Arnd Poetzsch-Heffter"
1491,"Michael Becker"
1492,"Robert Sedgewick"
1493,"Vashudha Krishnaswamy"
1494,"James F. Gimpel"
1495,"Alex A. Aravind"
1496,"John Derrick"
1497,"Sebastian Maneth"
1498,"Nikolaj Tatti"
1499,"N. W. Keesmaat"
1500,"Gunther Schmidt"
1501,"Hans Zierer"
1502,"Shigeki Iwata"
1503,"Takumi Kasai"
1504,"Etsuro Moriya"
1505,"W. Wesley Peterson"
1506,"Cristian Masalagiu"
1507,"Jacek Blazewicz"
1508,"Hans Röck"
1509,"Jan Paredaens"
1510,"R. Vyncke"
1511,"Iwona Cieslik"
1512,"Herman Akdag"
1513,"Soma Chaudhuri"
1514,"Martha J. Kosa"
1515,"Jennifer L. Welch"
1516,"Mark A. Roth"
1517,"Henry F. Korth"
1518,"Flemming Nielson"
1519,"Joep L. W. Kessels"
1520,"Michael Winter"
1521,"Susumu Morito"
1522,"Harvey M. Salkin"
1523,"Naoki Hatayama"
1524,"Yoshiaki Nakashiba"
1525,"Thorsten Akkerman"
1526,"Christoph Buchheim"
1527,"Michael Jünger"
1528,"Daniel Teske"
1529,"Adriaan van Wijngaarden"
1530,"B. J. Mailloux"
1531,"J. E. L. Peck"
1532,"Cornelis H. A. Koster"
1533,"C. H. Lindsey"
1534,"Lambert G. L. T. Meertens"
1535,"R. G. Fisker"
1536,"Silvia Bacchelli"
1537,"Elena Barcucci"
1538,"R. Verraedt"
1539,"Xian Xu 0001"
1540,"Eddy Bevers"
1541,"Johan Lewi"
1542,"Michel Charpentier"
1543,"K. Mani Chandy"
1544,"Mark Utting"
1545,"Lars Jenner"
1546,"Pablo Cordero"
1547,"Manuel Enciso"
1548,"Tilak Agerwala"
1549,"Walid G. Aref"
1550,"Hanan Samet"
1551,"Stéphane Grumbach"
1552,"Maurizio Rafanelli"
1553,"Leonardo Tininini"
1554,"Butler W. Lampson"
1555,"James G. Mitchell"
1556,"Gerald J. Popek"
1557,"Will D. Gillett"
1558,"Ruggero Lanotte"
1559,"Angelo Troina"
1560,"Ravi Sethi"
1561,"Antoine Petit"
1562,"Floris Geerts"
1563,"Lieven Smits"
1564,"Thomas Lengauer"
1565,"Razvan Diaconescu"
1566,"Beata Konikowska"
1567,"Marcin Bialasik"
1568,"Karel De Vlaminck"
1569,"J. Huens"
1570,"M. Huybrechts"
1571,"José L. Balcázar"
1572,"Yurii Rogozhin"
1573,"Willem de Jong"
1574,"Nikola Benes"
1575,"Jan Kretínský"
1576,"Kim G. Larsen"
1577,"Mikael H. Møller"
1578,"Salomon Sickert"
1579,"Jirí Srba"
1580,"Roberto Bruni"
1581,"Matteo Sammartino"
1582,"Aki Matsumoto"
1583,"Dong-Soo Han"
1584,"János Aczél"
1585,"Wolfgang Ertel"
1586,"Albert Hoogewijs"
1587,"Panagiotis J. Tomaras"
1588,"Michel Martinez"
1589,"Victor F. Nicola"
1590,"Johann A. Makowsky"
1591,"Zhiyi Tan"
1592,"Long Wan"
1593,"Qi Zhang"
1594,"Wei Ren"
1595,"Jean-Pierre Queille"
1596,"Alexander Shapiro"
1597,"Paolo Bottoni"
1598,"Lin Yu"
1599,"K. Subramani"
1600,"Hong-Jian Lai"
1601,"Xiaofeng Gu"
1602,"Andrew M. Gravell"
1603,"Alexander Okhotin"
1604,"Zhenyu Qian"
1605,"Kemal Efe"
1606,"Nancy Eleser"
1607,"Nicolas Broutin"
1608,"Erin McLeish"
1609,"Gilles Geeraerts"
1610,"Laurent Van Begin"
1611,"Christoph M. Hoffmann"
1612,"Victor Vianu"
1613,"Valdis Berzins"
1614,"David B. Benson"
1615,"Sampath Rangarajan"
1616,"Akira Urano"
1617,"Venkatesan T. Chakaravarthy"
1618,"Mikhail A. Bulyonkov"
1619,"Albert Nymeyer"
1620,"Joost-Pieter Katoen"
1621,"Hagen Huwig"
1622,"Hans-Jörg Stoß"
1623,"Jeffrey R. Spirn"
1624,"Alexander Bunkenburg"
1625,"Omer Berkman"
1626,"Holger Petersen"
1627,"Christophe Reutenauer"
1628,"Yonit Kesten"
1629,"Scott Huddleston"
1630,"Toon Calders"
1631,"Derrick G. Kourie"
1632,"G. Deon Oosthuizen"
1633,"A. J. Fisher"
1634,"E. R. Anderson"
1635,"F. C. Belz"
1636,"Edward K. Blum"
1637,"Clemens Lautemann"
1638,"Antonio Cau"
1639,"Pierre Collette"
1640,"Jeannine Leguy"
1641,"Egon Wanke"
1642,"Serge Tahé"
1643,"Robert Giegerich"
1644,"Robert Cartwright"
1645,"Derek C. Oppen"
1646,"Barbara König 0001"
1647,"Martin R. Ehmsen"
1648,"Jens S. Kohrt"
1649,"Axel Wabenhorst"
1650,"Jop F. Sibeyn"
1651,"Stijn Vansummeren"
1652,"János Csirik"
1653,"Michael Sonnenschein"
1654,"Gregor Snelting"
1655,"Sergio Greco"
1656,"Domenico Saccà"
1657,"Carlo Zaniolo"
1658,"Salvatore Caporaso"
1659,"Michele Zito"
1660,"Reinhold Heckmann"
1661,"Hongzhong Wu"
1662,"Koichi Yamazaki"
1663,"Sophie Pinchinat"
1664,"Ik-Soon Kim"
1665,"Kwangkeun Yi"
1666,"Susan S. Owicki"
1667,"Bo Munch-Andersen"
1668,"Torben U. Zahle"
1669,"Hong Shen"
1670,"Amos Fiat"
1671,"Zhang Ming-Hua"
1672,"Marie G. Christ"
1673,"Harald Würgers"
1674,"Dan A. Simovici"
1675,"Dana Cristofor"
1676,"Laurentiu Cristofor"
1677,"N. Mikou"
1678,"S. Tucci"
1679,"Alexander Knapp"
1680,"Jeffrey P. Buzen"
1681,"Seymour Ginsburg"
1682,"Edwin H. Spanier"
1683,"José M. Sempere"
1684,"Klaus Sutner"
1685,"Wolfgang Maass"
1686,"Bianca Truthe"
1687,"Pierluigi Frisco"
1688,"Richard G. Hamlet"
1689,"Martti Penttonen"
1690,"Lutz Michael Wegner"
1691,"Mordecai J. Golin"
1692,"Thuy Duong Vu"
1693,"F. Rodriguez"
1694,"H. Hule"
1695,"Attahiru Sule Alfa"
1696,"Mingyuan Chen"
1697,"Zhenhua Duan"
1698,"Cong Tian"
1699,"Li Zhang"
1700,"Elena Giachino"
1701,"Paola Giannini"
1702,"Sophia Drossopoulou"
1703,"Daniel Seidel"
1704,"Janis Voigtländer"
1705,"Cheng-Chi Huang"
1706,"Yangjia Li"
1707,"Nengkun Yu"
1708,"Wen-Chiung Lee"
1709,"Chin-Chia Wu"
1710,"Hua-Jung Sung"
1711,"Markus N. Rabe"
1712,"Sven Schewe"
1713,"Etsuji Tomita"
1714,"Kazushi Seino"
1715,"Viktor K. Sabelfeld"
1716,"Christiane Frougny"
1717,"Jacques Sakarovitch"
1718,"Erich Valkema"
1719,"John L. Hennessy"
1720,"Richard B. Kieburtz"
1721,"Yin Liu"
1722,"Paul J. M. Frederiks"
1723,"H. Stimm"
1724,"Françoise Gire"
1725,"David R. Barstow"
1726,"Mukesh K. Mohania"
1727,"SungSuk Kim"
1728,"Sun Ok Yang"
1729,"SangKeun Lee"
1730,"Daniel P. Bovet"
1731,"Pierluigi Crescenzi"
1732,"Arie de Bruin"
1733,"A. Staphylopatis"
1734,"Robert M. Colomb"
1735,"Christopher N. G. Dampney"
1736,"Michael Johnson"
1737,"Masami Ito"
1738,"Larry J. Stockmeyer"
1739,"Barry K. Rosen"
1740,"Ying-Fung Wu"
1741,"Peter Widmayer"
1742,"Peter Ruzicka"
1743,"Igor Prívara"
1744,"Klaus Hülsmann"
1745,"Francesca Levi"
1746,"Sergiu Rudeanu"
1747,"Apostolos Burnetas"
1748,"Daniel Solow"
1749,"Rishi Agarwal"
1750,"Doron Peled"
1751,"David G. Cantor"
1752,"Erich Kaltofen"
1753,"Erich J. Neuhold"
1754,"T. Weller"
1755,"Daniel J. Moore"
1756,"Yijie Han"
1757,"Yasuichi Horibe"
1758,"Tibor O. H. Nemetz"
1759,"Philippe Jacquet"
1760,"Mireille Régnier"
1761,"Thiet-Dung Huynh"
1762,"Junhu Wang"
1763,"Jeffrey Xu Yu"
1764,"Chaoyi Pang"
1765,"Chengfei Liu"
1766,"Andreas Gemsa"
1767,"Jan-Henrik Haunert"
1768,"Martin Nöllenburg"
1769,"Dai Hai Ton That"
1770,"Iulian Sandu Popa"
1771,"Karine Zeitouni"
1772,"Hien To"
1773,"Cyrus Shahabi"
1774,"Leyla Kazemi"
1775,"Janne Kovanen"
1776,"Tapani Sarjakoski"
1777,"Suhua Tang"
1778,"Yi Yu"
1779,"Roger Zimmermann"
1780,"Sadao Obana"
1781,"Mark McKenney"
1782,"Roger Frye"
1783,"Mahmuda Ahmed"
1784,"Brittany Terese Fasy"
1785,"Kyle S. Hickmann"
1786,"Carola Wenk"
1787,"Fabio Valdés"
1788,"Maria Luisa Damiani"
1789,"Shi-Joon Sung"
1790,"Eun-Ae Jung"
1791,"Dae-Ho Son"
1792,"Dae-Hwan Kim"
1793,"Jin-Kyu Kang"
1794,"Kuk Young Cho"
1795,"Yusaku Sakurai"
1796,"Junichi Yamamoto"
1797,"Takeshi Yamao"
1798,"Shu Hotta"
1799,"Isik Isil Nugay"
1800,"Miko Cakmak"
1801,"Fong-Gong Wu"
1802,"Hsuan Lin"
1803,"Manlai You"
1804,"Hao Tang"
1805,"Xiuru Wang"
1806,"Ying Li"
1807,"Wengen Wang"
1808,"Runguang Sun"
1809,"Jae-Chul Park"
1810,"Ho-Nyeon Lee"
1811,"Tomas Lindberg"
1812,"Risto Näsänen"
1813,"Kiti Müller"
1814,"Rosemarie Rajae-Joordens"
1815,"Jan Engel"
1816,"Fern M. Kelly"
1817,"Ludivine Meunier"
1818,"Cédric Cochrane"
1819,"Vladan Koncar"
1820,"M. A. Khan"
1821,"Wei Xu"
1822,"Jin Cao"
1823,"Yu Bai"
1824,"W. Q. Zhu"
1825,"X. Y. Jiang"
1826,"Zh. L. Zhang"
1827,"Kwo-Whei Lee"
1828,"An-Hsiang Wang"
1829,"J. C. Fu"
1830,"Jung-Tsung Kuo"
1831,"Cheng-Tung Sun"
1832,"Hwa-Koon Wu"
1833,"Albert D. Yang"
1834,"Monika Pölönen"
1835,"Marja Salmimaa"
1836,"Jukka Häkkinen"
1837,"Ri-Hui Yao"
1838,"Li-Rong Zhang"
1839,"Lei Zhou"
1840,"Wei-Jing Wu"
1841,"Jae-Geun Hong"
1842,"Hae Chung"
1843,"Byung-Gyu Kim"
1844,"Kye-Shin Lee"
1845,"Hailiang Wang"
1846,"Calvin K. L. Or"
1847,"Dorion B. Liston"
1848,"Anton E. Krukowski"
1849,"Leland S. Stone"
1850,"Tian Quanhui"
1851,"Liu Zhen"
1852,"Yu Haiqi"
1853,"Zhao Daomu"
1854,"Liu Shiwei"
1855,"Alfonso Gago-Calderón"
1856,"José Fernández Ramos"
1857,"Alfonso Gago Bohórquez"
1858,"Li Li"
1859,"Joseph C. K. Cheng"
1860,"Sheng-Ya Wang"
1861,"Wei-Hsiang Liao"
1862,"Kei-Hsiung Yang"
1863,"Haina Zhu"
1864,"Zheng Xu"
1865,"Su Ling Zhao"
1866,"Fujun Zhang"
1867,"Liyan Gao"
1868,"Chao Kong"
1869,"Guang Yan"
1870,"Yongsheng Wang"
1871,"S. Y. Soh"
1872,"S. H. Kim"
1873,"J. W. Seo"
1874,"Y. K. Jung"
1875,"B. K. Kang"
1876,"Zhu Ma"
1877,"Junsheng Yu"
1878,"Lu Li"
1879,"Yadong Jiang"
1880,"Ji Ma"
1881,"Xin Ye"
1882,"Bo Jin"
1883,"Mohamed Benali-Khoudja"
1884,"Moustapha Hafez"
1885,"Abderrahmane Kheddar"
1886,"Chuen-Ming Gee"
1887,"Chien-Chih Tseng"
1888,"Feng-Yu Wu"
1889,"Hsin-Ping Chang"
1890,"Lain-Jong Li"
1891,"Ya-Ping Hsieh"
1892,"Cheng-Te Lin"
1893,"Jyh-Chen Chen"
1894,"Hwally Lee"
1895,"Ki-Woong Whang"
1896,"Pao-Long Chang"
1897,"Chao-Chan Wu"
1898,"Hoang-Jyh Leu"
1899,"Toni Järvenpää"
1900,"Zhaoyue Lü"
1901,"Zhenbo Deng"
1902,"Ying Hou"
1903,"Xiuli Zhang"
1904,"Haisheng Xu"
1905,"Linas Svilainis"
1906,"Jiwon Lee"
1907,"Si-hwan Jang"
1908,"Sanghyun Joo"
1909,"Eunji Song"
1910,"Hyoungsik Nam"
1911,"Jelte E. Bos"
1912,"Norihiro Sugita"
1913,"Makoto Yoshizawa"
1914,"Akira Tanaka"
1915,"Kenichi Abe"
1916,"Shigeru Chiba"
1917,"Tomoyuki Yambe"
1918,"Shin-ichi Nitta"
1919,"Zhongfei Mu"
1920,"Yihua Hu"
1921,"Li Chen"
1922,"Xiaojuan Wang"
1923,"Ren Chen"
1924,"Tao Wang"
1925,"Yinrong Fu"
1926,"Jinxuan Xu"
1927,"Tom Bert"
1928,"Herbert De Smet"
1929,"Filip Beunis"
1930,"Kristiaan Neyts"
1931,"Shashank Sharma"
1932,"A. K. Srivastava"
1933,"Harmeet Singh"
1934,"M. Raja"
1935,"H. K. Dwivedi"
1936,"Frank L. Kooi"
1937,"Daan Dekker"
1938,"Raymond van Ee"
1939,"Anne-Marie Brouwer"
1940,"Panchatcharam Thiyagarajan"
1941,"M. Kottaisamy"
